859,24,5,-2,1
860,28,5,-7,5
861,6,1,2,5
862,27,5,-2,5
863,23,5,-1,1
864,24,5,-6,5
865,4,1,-9,5
866,17,5,-13,5
867,21,5,-2,1
868,28,5,-3,5
869,31,5,1,5
870,5,1,-7,5
871,29,5,-4,5
872,28,5,-1,1
873,5,1,-9,5
874,22,5,-13,5
875,29,5,-6,5
876,26,5,-2,1
877,6,1,-7,5
878,3,5,-2,1
879,4,1,-12,5
880,24,5,-9,5
881,27,5,3,1
882,27,5,2,1
883,27,5,1,1
884,27,5,0,1
885,27,5,-1,1
886,32,5,3,1
887,32,5,2,1
888,32,5,1,1
889,32,5,0,1
890,6,1,11,5
891,6,1,6,5
892,6,1,1,5
893,6,1,-4,5
894,27,5,-8,5
895,6,1,9,5
896,6,1,14,5
897,6,1,4,5
898,6,1,-1,5
899,6,1,16,5
900,27,5,4,1
901,24,5,24,5
902,6,1,19,5
903,27,5,23,5
904,4,1,27,5
905,3,1,27,5
906,11,5,24,5
907,8,5,4,1
908,7,5,21,5
909,4,5,17,5
910,3,5,18,5
911,6,5,22,5
912,9,5,26,5
913,2,5,19,5
914,1,1,23,5
915,-2,5,16,5
916,1,5,4,1
917,4,5,24,5
918,7,5,28,5
919,3,5,4,1
920,-1,5,17,5
921,2,5,21,5
922,6,5,24,5
923,2,1,27,5
924,29,5,3,1
925,29,5,2,1
926,29,5,1,1
927,29,5,0,1
928,33,5,7,5
929,33,5,12,5
930,33,5,2,5
931,33,5,-3,5
932,33,5,18,5
933,33,5,13,5
934,33,5,8,5
935,33,5,3,5
936,34,5,2,1
937,34,5,1,1
938,29,5,4,1
939,26,5,24,5
940,33,5,17,5
941,6,1,21,5
942,23,5,28,5
943,27,5,5,1
944,29,5,-1,1
945,26,5,-9,5
946,33,5,-2,5
947,6,1,-6,5
948,23,5,-13,5
949,27,5,-2,1
950,4,5,3,1
951,4,5,2,1
952,4,5,1,1
953,4,5,0,1
954,1,5,11,5
955,1,5,6,5
956,1,5,1,5
957,-1,5,3,1
958,-1,5,2,1
959,-1,5,1,1
960,-1,5,0,1
961,8,5,5,1
962,4,5,22,5
963,3,5,5,1
964,-1,5,22,5
965,0,1,-6,5
966,0,1,-1,5
967,0,1,4,5
968,0,1,9,5
969,0,1,14,5
970,0,1,7,5
971,0,1,12,5
972,0,1,2,5
973,-3,5,3,5
974,-3,5,-2,5
975,-3,5,8,5
976,0,1,13,5
977,0,1,8,5
978,0,1,3,5
979,-4,5,11,5
980,-4,5,6,5
981,-3,5,9,5
982,-3,5,4,5
983,1,1,11,5
984,1,1,16,5
985,1,1,6,5
986,1,1,1,5
987,1,1,21,5
988,1,5,18,5
989,1,5,13,5
990,1,5,8,5
991,1,5,3,5
992,1,5,9,5
993,1,5,14,5
994,1,5,4,5
995,-3,5,11,5
996,-3,5,6,5
997,1,5,19,5
998,-3,5,16,5
999,2,5,17,5
1000,2,5,12,5
1001,2,5,7,5
1002,2,5,2,5
1003,-2,5,9,5
1004,-2,5,14,5
1005,-2,5,4,5
1006,-2,5,-1,5
1007,-1,5,13,5
1008,-1,5,8,5
1009,-1,5,3,5
1010,-1,5,-2,5
1011,2,5,-3,5
1012,1,1,-7,5
1013,1,5,-4,5
1014,-3,5,-1,5
1015,-1,5,-7,5
1016,-2,5,3,1
1017,-2,5,2,1
1018,-2,5,1,1
1019,-2,5,0,1
1020,-6,5,7,5
1021,-6,5,12,5
1022,-6,5,2,5
1023,2,5,2,1
1024,2,5,1,1
1025,-2,5,7,5
1026,-2,5,2,5
1027,1,5,-2,5
1028,-3,5,1,5
1029,-2,5,8,5
1030,-2,5,13,5
1031,1,5,17,5
1032,-3,5,14,5
1033,-1,5,9,5
1034,-1,5,14,5
1035,-1,5,1,5
1036,-1,5,6,5
1037,-4,5,-3,5
1038,-4,5,2,5
1039,-4,5,7,5
1040,-1,5,11,5
1041,2,5,3,1
1042,1,1,19,5
1043,-4,5,12,5
1044,-1,5,16,5
1045,1,5,16,5
1046,-2,5,12,5
